Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
36.72,111.64,-0.66
36.94,111.65,0.65
36.71,111.66,-0.67
36.76,111.67,0.16
36.59,111.68,-0.51
36.5,111.69,-0.24
36.34,111.7,-0.45
35.92,111.71,-1.18
35.4,111.72,-1.48
35.61,111.73,0.58
35.84,111.74,0.65
35.92,111.75,0.25
36.1,111.76,0.49
36.0,111.77,-0.27
36.11,111.78,0.29
36.5,111.79,1.12
36.92,111.8,1.2
37.28,111.81,1.0
37.4,111.82,0.36
37.32,111.83,-0.24
37.25,111.84,-0.19
37.22,111.85,-0.08
36.76,111.86,-1.31
36.43,111.87,-0.95
36.22,111.88,-0.57
36.34,111.89,0.32
35.98,111.9,-1.0
36.07,111.91,0.23
36.28,111.92,0.6
36.44,111.93,0.47
36.46,111.94,0.06
36.36,111.95,-0.28
36.42,111.96,0.16
36.22,111.97,-0.55
36.42,111.98,0.56
36.67,111.99,0.72
37.15,112.0,1.34
37.23,112.01,0.23
37.09,112.02,-0.39
36.51,112.03,-1.66
36.32,112.04,-0.54
36.51,112.05,0.56
36.47,112.06,-0.11
36.22,112.07,-0.72
36.13,112.08,-0.27
36.17,112.09,0.13
36.36,112.1,0.54
36.34,112.11,-0.06
36.13,112.12,-0.59
36.07,112.13,-0.18
36.85,112.14,2.2
36.85,112.15,0.03
36.92,112.16,0.18
37.15,112.17,0.67
37.2,112.18,0.13
37.08,112.19,-0.33
36.53,112.2,-1.58
36.33,112.21,-0.57
36.86,112.22,1.5
36.79,112.23,-0.18
36.77,112.24,-0.05
36.53,112.25,-0.71
36.55,112.26,0.06
36.63,112.27,0.24
36.8,112.28,0.46
36.82,112.29,0.07
37.0,112.3,0.51
37.24,112.31,0.68
37.04,112.32,-0.58
36.93,112.33,-0.31
36.7,112.34,-0.65
36.32,112.35,-1.07
36.31,112.36,-0.02
36.34,112.37,0.08
36.41,112.38,0.19
36.44,112.39,0.07
36.62,112.4,0.53
36.65,112.41,0.07
36.74,112.42,0.28
36.64,112.43,-0.29
36.68,112.44,0.1
36.72,112.45,0.12
36.8,112.46,0.22
36.87,112.47,0.2
36.96,112.48,0.26
37.12,112.49,0.44
37.41,112.5,0.82
37.57,112.51,0.45
37.32,112.52,-0.7
36.91,112.53,-1.17
36.51,112.54,-1.13
36.42,112.55,-0.24
36.51,112.56,0.25
36.34,112.57,-0.48
36.33,112.58,-0.03
36.4,112.59,0.2
36.77,112.6,1.05
37.11,112.61,0.96
37.17,112.62,0.16
37.14,112.63,-0.08
37.1,112.64,-0.1
37.21,112.65,0.29
37.42,112.66,0.59
37.24,112.67,-0.51
36.99,112.68,-0.71
36.93,112.69,-0.16
36.72,112.7,-0.59
37.09,112.71,1.03
37.0,112.72,-0.25
36.66,112.73,-0.95
36.45,112.74,-0.6
36.28,112.75,-0.49
36.64,112.76,1.04
36.93,112.77,0.82
36.91,112.78,-0.08
36.85,112.79,-0.16
36.73,112.8,-0.36
36.43,112.81,-0.84
36.32,112.82,-0.31
36.24,112.83,-0.2
36.07,112.84,-0.49
36.32,112.85,0.71
36.4,112.86,0.23
36.11,112.87,-0.82
36.14,112.88,0.08
36.21,112.89,0.21
36.49,112.9,0.8
36.63,112.91,0.37
36.73,112.92,0.3
36.73,112.93,0.01
36.89,112.94,0.44
37.14,112.95,0.7
37.25,112.96,0.31
37.02,112.97,-0.64
37.24,112.98,0.63
37.23,112.99,-0.04
36.91,113.0,-0.91
36.53,113.01,-1.08
36.15,113.02,-1.07
36.61,113.03,1.31
37.1,113.04,1.39
37.19,113.05,0.25
37.59,113.06,1.15
37.31,113.07,-0.81
37.23,113.08,-0.21
36.96,113.09,-0.77
36.66,113.1,-0.86
36.28,113.11,-1.07
36.42,113.12,0.39
36.45,113.13,0.09
36.14,113.14,-0.89
36.37,113.15,0.66
36.71,113.16,0.97
37.0,113.17,0.82
36.88,113.18,-0.36
36.57,113.19,-0.88
36.26,113.2,-0.86
36.24,113.21,-0.06
36.16,113.22,-0.24
36.29,113.23,0.38
36.23,113.24,-0.17
36.3,113.25,0.18
36.73,113.26,1.23
36.44,113.27,-0.82
36.36,113.28,-0.23
36.53,113.29,0.5
36.79,113.3,0.73
36.93,113.31,0.39
36.76,113.32,-0.48
36.6,113.33,-0.44
36.19,113.34,-1.16
36.22,113.35,0.07
36.63,113.36,1.16
36.59,113.37,-0.12
36.45,113.38,-0.39
36.25,113.39,-0.56
36.39,113.4,0.38
