Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
0.0,5.3,0.09
0.0,5.31,0.21
0.0,5.32,-0.38
0.0,5.33,0.04
0.0,5.34,0.06
0.0,5.35,0.11
0.0,5.36,-0.06
0.0,5.37,-0.03
0.0,5.38,0.07
0.0,5.39,0.29
0.0,5.4,-0.32
0.0,5.41,0.61
0.0,5.42,-0.01
0.0,5.43,-0.31
0.0,5.44,-0.44
0.0,5.45,0.49
0.0,5.46,0.23
0.0,5.47,-0.21
0.0,5.48,-0.35
0.0,5.49,0.11
0.0,5.5,0.24
0.0,5.51,-0.47
0.0,5.52,-0.05
0.0,5.53,-0.04
0.0,5.54,0.15
0.0,5.55,0.5
0.0,5.56,-0.54
0.0,5.57,0.22
0.0,5.58,-0.27
0.0,5.59,0.46
0.0,5.6,-0.21
0.0,5.61,0.13
0.0,5.62,0.14
0.0,5.63,0.04
0.0,5.64,-0.2
0.0,5.65,0.26
0.0,5.66,-0.17
0.0,5.67,-0.31
0.0,5.68,0.75
0.0,5.69,-0.04
0.0,5.7,-0.56
0.0,5.71,0.65
0.0,5.72,-0.65
0.0,5.73,0.03
0.0,5.74,-0.05
0.0,5.75,-0.09
0.0,5.76,0.03
0.0,5.77,-0.01
0.0,5.78,0.1
0.0,5.79,-0.17
0.0,5.8,0.2
0.0,5.81,0.15
0.0,5.82,-0.33
0.0,5.83,0.15
0.0,5.84,-0.05
0.0,5.85,0.17
0.0,5.86,-0.23
