Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
34.4,385.0,2.08
34.4,385.01,-0.01
34.86,385.02,1.31
34.76,385.03,-0.29
34.28,385.04,-1.36
33.59,385.05,-1.96
33.53,385.06,-0.18
34.27,385.07,2.1
34.1,385.08,-0.48
33.68,385.09,-1.19
33.76,385.1,0.23
33.59,385.11,-0.48
32.9,385.12,-1.95
32.83,385.13,-0.21
33.45,385.14,1.76
33.77,385.15,0.91
33.94,385.16,0.48
33.65,385.17,-0.82
33.55,385.18,-0.29
33.69,385.19,0.39
33.73,385.2,0.13
33.79,385.21,0.17
34.1,385.22,0.88
34.0,385.23,-0.28
33.93,385.24,-0.19
34.09,385.25,0.43
34.37,385.26,0.8
34.25,385.27,-0.35
34.15,385.28,-0.26
33.84,385.29,-0.89
33.52,385.3,-0.92
33.94,385.31,1.2
33.94,385.32,0.01
33.89,385.33,-0.14
33.51,385.34,-1.07
33.66,385.35,0.41
33.51,385.36,-0.41
33.92,385.37,1.15
33.91,385.38,-0.03
33.91,385.39,0.01
34.1,385.4,0.53
34.47,385.41,1.06
34.3,385.42,-0.49
34.01,385.43,-0.82
33.92,385.44,-0.24
33.63,385.45,-0.84
33.43,385.46,-0.56
33.31,385.47,-0.33
33.28,385.48,-0.11
33.14,385.49,-0.38
33.28,385.5,0.39
33.3,385.51,0.08
33.8,385.52,1.4
33.71,385.53,-0.26
33.58,385.54,-0.36
33.17,385.55,-1.17
32.52,385.56,-1.84
32.39,385.57,-0.36
32.46,385.58,0.2
32.79,385.59,0.92
33.34,385.6,1.56
33.77,385.61,1.23
33.86,385.62,0.27
34.11,385.63,0.69
34.44,385.64,0.94
34.41,385.65,-0.08
34.01,385.66,-1.14
33.67,385.67,-0.95
33.17,385.68,-1.43
32.69,385.69,-1.34
32.85,385.7,0.44
33.48,385.71,1.8
33.9,385.72,1.19
34.47,385.73,1.62
35.05,385.74,1.63
35.27,385.75,0.63
34.89,385.76,-1.09
34.74,385.77,-0.43
34.65,385.78,-0.24
34.51,385.79,-0.4
34.31,385.8,-0.57
34.09,385.81,-0.63
33.98,385.82,-0.29
34.03,385.83,0.13
34.28,385.84,0.72
34.13,385.85,-0.42
34.27,385.86,0.39
34.65,385.87,1.07
34.64,385.88,-0.01
34.66,385.89,0.05
34.58,385.9,-0.23
34.01,385.91,-1.62
33.43,385.92,-1.63
33.56,385.93,0.36
33.4,385.94,-0.43
33.22,385.95,-0.52
33.21,385.96,-0.03
32.68,385.97,-1.49
32.2,385.98,-1.37
32.15,385.99,-0.14
32.15,386.0,-0.01
32.37,386.01,0.61
32.7,386.02,0.93
33.16,386.03,1.31
33.6,386.04,1.24
33.77,386.05,0.48
33.46,386.06,-0.85
33.37,386.07,-0.26
33.61,386.08,0.66
34.0,386.09,1.11
34.19,386.1,0.54
34.38,386.11,0.55
34.64,386.12,0.74
35.35,386.13,1.99
35.36,386.14,0.04
35.53,386.15,0.47
35.41,386.16,-0.34
35.24,386.17,-0.48
34.86,386.18,-1.09
33.92,386.19,-2.66
33.1,386.2,-2.31
33.18,386.21,0.24
33.2,386.22,0.04
33.34,386.23,0.42
33.23,386.24,-0.31
33.46,386.25,0.65
33.69,386.26,0.65
33.66,386.27,-0.09
33.51,386.28,-0.43
33.37,386.29,-0.39
33.84,386.3,1.32
34.46,386.31,1.77
34.86,386.32,1.13
34.69,386.33,-0.49
34.04,386.34,-1.82
33.64,386.35,-1.13
33.46,386.36,-0.53
33.88,386.37,1.21
34.09,386.38,0.58
34.57,386.39,1.36
33.93,386.4,-1.81
34.02,386.41,0.26
34.82,386.42,2.27
34.87,386.43,0.12
35.35,386.44,1.38
35.7,386.45,0.97
35.32,386.46,-1.08
34.74,386.47,-1.63
34.62,386.48,-0.34
34.34,386.49,-0.79
34.73,386.5,1.1
34.18,386.51,-1.57
34.87,386.52,1.94
34.76,386.53,-0.29
34.93,386.54,0.47
35.51,386.55,1.64
35.84,386.56,0.93
35.41,386.57,-1.21
35.27,386.58,-0.4
35.09,386.59,-0.52
34.92,386.6,-0.48
34.81,386.61,-0.3
35.12,386.62,0.88
34.57,386.63,-1.58
34.24,386.64,-0.93
33.9,386.65,-0.95
32.91,386.66,-2.81
32.31,386.67,-1.7
32.98,386.68,1.91
33.14,386.69,0.45
33.67,386.7,1.51
33.35,386.71,-0.92
33.59,386.72,0.69
33.64,386.73,0.14
34.26,386.74,1.75
34.79,386.75,1.51
34.3,386.76,-1.4
33.75,386.77,-1.55
33.73,386.78,-0.07
34.12,386.79,1.12
34.8,386.8,1.91
35.0,386.81,0.57
35.29,386.82,0.83
34.92,386.83,-1.05
33.82,386.84,-3.12
33.23,386.85,-1.67
32.98,386.86,-0.7
32.86,386.87,-0.33
33.46,386.88,1.68
34.16,386.89,1.99
33.99,386.9,-0.47
33.86,386.91,-0.38
33.4,386.92,-1.32
32.77,386.93,-1.76
32.28,386.94,-1.4
32.88,386.95,1.71
33.42,386.96,1.52
34.17,386.97,2.14
34.36,386.98,0.54
34.56,386.99,0.55
34.13,387.0,-1.2
33.8,387.01,-0.96
33.72,387.02,-0.2
33.79,387.03,0.19
34.34,387.04,1.56
34.42,387.05,0.22
34.5,387.06,0.23
33.98,387.07,-1.46
33.78,387.08,-0.56
33.41,387.09,-1.06
33.2,387.1,-0.6
33.69,387.11,1.4
34.2,387.12,1.44
34.6,387.13,1.12
34.45,387.14,-0.41
34.37,387.15,-0.23
34.08,387.16,-0.85
33.58,387.17,-1.4
33.68,387.18,0.27
33.54,387.19,-0.39
33.5,387.2,-0.1
33.32,387.21,-0.53
33.7,387.22,1.09
33.46,387.23,-0.69
33.57,387.24,0.32
33.81,387.25,0.68
33.84,387.26,0.08
33.8,387.27,-0.11
33.81,387.28,0.02
33.43,387.29,-1.06
33.25,387.3,-0.51
33.64,387.31,1.08
34.11,387.32,1.33
34.53,387.33,1.2
34.52,387.34,-0.04
34.24,387.35,-0.79
33.96,387.36,-0.78
33.49,387.37,-1.32
33.34,387.38,-0.43
33.31,387.39,-0.1
33.38,387.4,0.2
33.2,387.41,-0.5
32.97,387.42,-0.64
32.65,387.43,-0.9
32.64,387.44,-0.03
33.01,387.45,1.05
33.02,387.46,0.01
33.08,387.47,0.17
33.37,387.48,0.82
33.32,387.49,-0.14
33.3,387.5,-0.06
33.17,387.51,-0.38
33.13,387.52,-0.11
32.96,387.53,-0.47
33.07,387.54,0.31
33.14,387.55,0.2
33.45,387.56,0.88
33.48,387.57,0.09
34.08,387.58,1.69
34.22,387.59,0.4
34.22,387.6,0.01
34.19,387.61,-0.08
34.26,387.62,0.19
34.09,387.63,-0.48
33.7,387.64,-1.11
33.76,387.65,0.18
33.79,387.66,0.08
33.67,387.67,-0.32
33.98,387.68,0.86
34.04,387.69,0.17
34.19,387.7,0.43
33.87,387.71,-0.91
33.57,387.72,-0.86
32.97,387.73,-1.7
32.39,387.74,-1.64
32.99,387.75,1.72
33.12,387.76,0.37
33.06,387.77,-0.17
32.93,387.78,-0.37
33.41,387.79,1.36
33.75,387.8,0.97
33.51,387.81,-0.71
33.26,387.82,-0.7
32.58,387.83,-1.93
32.23,387.84,-0.99
32.12,387.85,-0.31
32.08,387.86,-0.12
32.09,387.87,0.02
32.32,387.88,0.65
32.43,387.89,0.33
32.39,387.9,-0.12
32.88,387.91,1.39
32.62,387.92,-0.75
32.22,387.93,-1.12
32.33,387.94,0.29
32.75,387.95,1.21
32.69,387.96,-0.18
33.04,387.97,0.97
33.54,387.98,1.44
33.04,387.99,-1.43
33.01,388.0,-0.09
32.83,388.01,-0.5
32.3,388.02,-1.51
32.45,388.03,0.43
32.43,388.04,-0.07
31.86,388.05,-1.6
31.99,388.06,0.35
32.22,388.07,0.67
32.31,388.08,0.25
32.46,388.09,0.42
32.58,388.1,0.32
32.38,388.11,-0.54
32.19,388.12,-0.56
32.01,388.13,-0.51
31.56,388.14,-1.27
31.47,388.15,-0.25
31.55,388.16,0.24
31.1,388.17,-1.3
31.51,388.18,1.19
32.04,388.19,1.5
32.34,388.2,0.83
32.28,388.21,-0.17
32.05,388.22,-0.65
31.6,388.23,-1.27
30.99,388.24,-1.71
30.47,388.25,-1.48
30.4,388.26,-0.22
30.97,388.27,1.61
30.99,388.28,0.07
31.13,388.29,0.39
30.85,388.3,-0.81
31.05,388.31,0.58
30.85,388.32,-0.56
30.75,388.33,-0.28
30.49,388.34,-0.75
30.66,388.35,0.48
30.86,388.36,0.56
31.48,388.37,1.75
31.64,388.38,0.46
31.39,388.39,-0.72
31.09,388.4,-0.84
31.15,388.41,0.17
30.56,388.42,-1.66
30.69,388.43,0.37
30.76,388.44,0.2
30.92,388.45,0.45
30.85,388.46,-0.21
30.88,388.47,0.08
30.66,388.48,-0.63
30.68,388.49,0.06
30.58,388.5,-0.27
30.74,388.51,0.45
30.9,388.52,0.45
31.36,388.53,1.29
31.71,388.54,0.98
31.58,388.55,-0.35
31.63,388.56,0.15
31.15,388.57,-1.37
30.73,388.58,-1.18
30.15,388.59,-1.64
29.66,388.6,-1.41
29.31,388.61,-0.98
29.21,388.62,-0.28
29.13,388.63,-0.24
29.43,388.64,0.85
29.74,388.65,0.89
30.08,388.66,0.95
30.48,388.67,1.12
30.69,388.68,0.59
30.47,388.69,-0.6
30.64,388.7,0.46
30.62,388.71,-0.06
30.44,388.72,-0.5
30.61,388.73,0.48
30.79,388.74,0.51
30.55,388.75,-0.67
30.59,388.76,0.1
30.81,388.77,0.62
30.32,388.78,-1.39
30.42,388.79,0.29
30.28,388.8,-0.4
29.83,388.81,-1.27
29.64,388.82,-0.56
29.44,388.83,-0.55
29.49,388.84,0.12
29.42,388.85,-0.18
29.35,388.86,-0.2
30.06,388.87,2.0
30.47,388.88,1.18
30.58,388.89,0.3
30.38,388.9,-0.55
30.37,388.91,-0.03
30.04,388.92,-0.95
29.23,388.93,-2.29
28.73,388.94,-1.39
28.32,388.95,-1.18
28.68,388.96,1.02
28.92,388.97,0.69
28.96,388.98,0.11
29.1,388.99,0.39
28.97,389.0,-0.37
29.08,389.01,0.32
29.33,389.02,0.71
29.58,389.03,0.71
29.71,389.04,0.38
29.66,389.05,-0.16
29.66,389.06,0.0
29.8,389.07,0.39
29.45,389.08,-0.98
29.33,389.09,-0.35
29.38,389.1,0.16
29.05,389.11,-0.94
28.98,389.12,-0.2
28.99,389.13,0.03
28.96,389.14,-0.09
28.84,389.15,-0.34
28.75,389.16,-0.26
28.62,389.17,-0.36
28.7,389.18,0.23
29.02,389.19,0.91
28.64,389.2,-1.07
28.58,389.21,-0.18
28.56,389.22,-0.05
28.65,389.23,0.24
28.9,389.24,0.71
28.87,389.25,-0.08
28.89,389.26,0.07
28.85,389.27,-0.14
28.72,389.28,-0.36
28.52,389.29,-0.56
28.62,389.3,0.28
28.82,389.31,0.56
28.82,389.32,0.0
28.8,389.33,-0.05
28.72,389.34,-0.23
28.6,389.35,-0.34
28.44,389.36,-0.45
28.35,389.37,-0.25
28.53,389.38,0.5
28.34,389.39,-0.52
28.12,389.4,-0.64
27.88,389.41,-0.68
28.09,389.42,0.61
28.24,389.43,0.41
28.32,389.44,0.25
28.7,389.45,1.08
28.83,389.46,0.37
28.55,389.47,-0.8
28.2,389.48,-1.01
27.59,389.49,-1.71
27.13,389.5,-1.31
27.14,389.51,0.03
26.89,389.52,-0.72
27.12,389.53,0.67
27.2,389.54,0.23
27.16,389.55,-0.13
27.25,389.56,0.25
27.41,389.57,0.44
27.12,389.58,-0.8
27.12,389.59,0.01
27.09,389.6,-0.1
26.86,389.61,-0.66
26.78,389.62,-0.21
26.88,389.63,0.29
27.19,389.64,0.88
27.47,389.65,0.78
27.28,389.66,-0.53
27.68,389.67,1.13
27.43,389.68,-0.72
27.33,389.69,-0.28
27.41,389.7,0.22
27.32,389.71,-0.24
27.59,389.72,0.76
27.91,389.73,0.91
28.28,389.74,1.04
28.39,389.75,0.31
28.41,389.76,0.05
28.25,389.77,-0.44
28.07,389.78,-0.52
27.79,389.79,-0.79
27.8,389.8,0.04
27.81,389.81,0.02
28.25,389.82,1.26
28.65,389.83,1.11
29.19,389.84,1.55
29.02,389.85,-0.48
28.83,389.86,-0.54
28.53,389.87,-0.86
28.04,389.88,-1.4
27.45,389.89,-1.66
27.21,389.9,-0.69
27.19,389.91,-0.05
27.31,389.92,0.36
27.78,389.93,1.32
27.87,389.94,0.24
28.0,389.95,0.39
27.93,389.96,-0.2
28.0,389.97,0.2
28.1,389.98,0.28
28.21,389.99,0.32
