Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
30.23,553.67,0.55
30.08,553.68,-0.43
30.13,553.69,0.14
30.34,553.7,0.6
30.58,553.71,0.68
30.61,553.72,0.08
30.7,553.73,0.25
30.98,553.74,0.81
31.13,553.75,0.41
31.13,553.76,0.0
31.01,553.77,-0.34
30.9,553.78,-0.3
30.25,553.79,-1.84
29.91,553.8,-0.97
29.51,553.81,-1.12
29.67,553.82,0.46
29.75,553.83,0.22
29.91,553.84,0.45
29.97,553.85,0.16
29.78,553.86,-0.53
29.36,553.87,-1.2
29.29,553.88,-0.21
29.39,553.89,0.29
30.02,553.9,1.8
29.73,553.91,-0.84
29.58,553.92,-0.4
29.6,553.93,0.03
29.86,553.94,0.75
30.26,553.95,1.13
30.52,553.96,0.74
30.86,553.97,0.95
31.19,553.98,0.94
31.49,553.99,0.87
30.99,554.0,-1.44
30.92,554.01,-0.2
30.48,554.02,-1.24
30.4,554.03,-0.21
30.5,554.04,0.28
30.88,554.05,1.08
31.04,554.06,0.44
31.28,554.07,0.68
31.08,554.08,-0.56
31.03,554.09,-0.14
30.79,554.1,-0.68
30.61,554.11,-0.51
30.71,554.12,0.28
30.83,554.13,0.33
30.81,554.14,-0.04
30.74,554.15,-0.2
30.75,554.16,0.03
30.83,554.17,0.24
30.77,554.18,-0.18
30.73,554.19,-0.12
30.79,554.2,0.17
31.05,554.21,0.73
31.05,554.22,0.01
31.13,554.23,0.22
31.31,554.24,0.52
31.37,554.25,0.18
31.37,554.26,-0.01
31.33,554.27,-0.1
31.05,554.28,-0.81
31.25,554.29,0.57
31.29,554.3,0.11
31.43,554.31,0.41
31.38,554.32,-0.16
31.32,554.33,-0.16
31.46,554.34,0.4
31.22,554.35,-0.67
31.08,554.36,-0.4
31.07,554.37,-0.03
31.15,554.38,0.22
31.08,554.39,-0.2
30.94,554.4,-0.39
30.96,554.41,0.07
30.9,554.42,-0.16
30.95,554.43,0.13
30.98,554.44,0.08
31.33,554.45,0.99
31.65,554.46,0.93
31.77,554.47,0.33
31.76,554.48,-0.03
31.9,554.49,0.4
32.0,554.5,0.3
32.0,554.51,-0.01
31.71,554.52,-0.81
31.87,554.53,0.46
31.9,554.54,0.08
31.87,554.55,-0.08
31.59,554.56,-0.81
31.52,554.57,-0.18
31.62,554.58,0.27
31.5,554.59,-0.33
31.31,554.6,-0.55
31.19,554.61,-0.32
31.14,554.62,-0.16
31.24,554.63,0.27
31.11,554.64,-0.35
31.39,554.65,0.77
31.55,554.66,0.48
31.62,554.67,0.19
31.33,554.68,-0.82
31.41,554.69,0.21
31.27,554.7,-0.39
31.22,554.71,-0.14
31.11,554.72,-0.33
31.42,554.73,0.88
31.6,554.74,0.53
31.65,554.75,0.12
31.7,554.76,0.14
31.55,554.77,-0.42
31.55,554.78,0.0
31.69,554.79,0.4
31.68,554.8,-0.02
31.96,554.81,0.8
32.17,554.82,0.6
32.15,554.83,-0.07
32.18,554.84,0.08
32.19,554.85,0.02
32.07,554.86,-0.31
31.82,554.87,-0.72
31.81,554.88,-0.03
31.86,554.89,0.13
32.0,554.9,0.4
32.06,554.91,0.16
32.24,554.92,0.53
32.37,554.93,0.36
32.32,554.94,-0.14
32.62,554.95,0.85
32.5,554.96,-0.34
32.53,554.97,0.09
32.61,554.98,0.23
32.19,554.99,-1.2
31.91,555.0,-0.79
31.8,555.01,-0.3
31.59,555.02,-0.6
31.6,555.03,0.03
31.79,555.04,0.54
31.94,555.05,0.42
32.03,555.06,0.25
31.93,555.07,-0.27
32.11,555.08,0.52
32.19,555.09,0.21
32.36,555.1,0.48
32.53,555.11,0.49
32.5,555.12,-0.07
32.46,555.13,-0.13
32.36,555.14,-0.27
32.31,555.15,-0.16
32.22,555.16,-0.25
32.17,555.17,-0.13
32.2,555.18,0.08
32.43,555.19,0.64
32.17,555.2,-0.73
32.16,555.21,-0.01
31.95,555.22,-0.61
31.8,555.23,-0.41
31.83,555.24,0.09
31.84,555.25,0.03
31.72,555.26,-0.36
31.75,555.27,0.08
31.82,555.28,0.2
32.01,555.29,0.53
32.29,555.3,0.8
32.72,555.31,1.21
32.79,555.32,0.22
32.58,555.33,-0.61
32.65,555.34,0.2
32.52,555.35,-0.38
32.51,555.36,-0.03
32.42,555.37,-0.23
32.47,555.38,0.12
32.62,555.39,0.45
32.59,555.4,-0.1
32.23,555.41,-1.01
31.99,555.42,-0.69
32.07,555.43,0.22
31.87,555.44,-0.57
31.96,555.45,0.27
32.14,555.46,0.51
32.19,555.47,0.15
32.53,555.48,0.94
32.86,555.49,0.94
32.82,555.5,-0.11
32.4,555.51,-1.2
32.37,555.52,-0.07
32.34,555.53,-0.09
32.44,555.54,0.27
32.39,555.55,-0.12
32.57,555.56,0.49
32.63,555.57,0.17
32.69,555.58,0.18
