Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
31.55,554.66,0.48
31.62,554.67,0.19
31.33,554.68,-0.82
31.41,554.69,0.21
31.27,554.7,-0.39
31.22,554.71,-0.14
31.11,554.72,-0.33
31.42,554.73,0.88
31.6,554.74,0.53
31.65,554.75,0.12
31.7,554.76,0.14
31.55,554.77,-0.42
31.55,554.78,0.0
31.69,554.79,0.4
31.68,554.8,-0.02
31.96,554.81,0.8
32.17,554.82,0.6
32.15,554.83,-0.07
32.18,554.84,0.08
32.19,554.85,0.02
32.07,554.86,-0.31
31.82,554.87,-0.72
31.81,554.88,-0.03
31.86,554.89,0.13
32.0,554.9,0.4
32.06,554.91,0.16
32.24,554.92,0.53
32.37,554.93,0.36
32.32,554.94,-0.14
32.62,554.95,0.85
32.5,554.96,-0.34
32.53,554.97,0.09
32.61,554.98,0.23
32.19,554.99,-1.2
31.91,555.0,-0.79
31.8,555.01,-0.3
31.59,555.02,-0.6
31.6,555.03,0.03
31.79,555.04,0.54
31.94,555.05,0.42
32.03,555.06,0.25
31.93,555.07,-0.27
32.11,555.08,0.52
32.19,555.09,0.21
32.36,555.1,0.48
32.53,555.11,0.49
32.5,555.12,-0.07
32.46,555.13,-0.13
32.36,555.14,-0.27
32.31,555.15,-0.16
32.22,555.16,-0.25
32.17,555.17,-0.13
32.2,555.18,0.08
32.43,555.19,0.64
32.17,555.2,-0.73
32.16,555.21,-0.01
31.95,555.22,-0.61
31.8,555.23,-0.41
31.83,555.24,0.09
31.84,555.25,0.03
31.72,555.26,-0.36
31.75,555.27,0.08
31.82,555.28,0.2
32.01,555.29,0.53
32.29,555.3,0.8
32.72,555.31,1.21
32.79,555.32,0.22
32.58,555.33,-0.61
32.65,555.34,0.2
32.52,555.35,-0.38
32.51,555.36,-0.03
32.42,555.37,-0.23
32.47,555.38,0.12
32.62,555.39,0.45
32.59,555.4,-0.1
32.23,555.41,-1.01
31.99,555.42,-0.69
32.07,555.43,0.22
31.87,555.44,-0.57
31.96,555.45,0.27
32.14,555.46,0.51
32.19,555.47,0.15
32.53,555.48,0.94
32.86,555.49,0.94
32.82,555.5,-0.11
32.4,555.51,-1.2
32.37,555.52,-0.07
32.34,555.53,-0.09
32.44,555.54,0.27
32.39,555.55,-0.12
32.57,555.56,0.49
32.63,555.57,0.17
32.69,555.58,0.18
32.72,555.59,0.09
32.61,555.6,-0.31
32.58,555.61,-0.09
32.73,555.62,0.42
32.63,555.63,-0.29
32.24,555.64,-1.09
32.3,555.65,0.17
32.5,555.66,0.55
32.5,555.67,0.01
32.6,555.68,0.27
32.76,555.69,0.47
32.81,555.7,0.14
32.67,555.71,-0.41
32.52,555.72,-0.42
32.41,555.73,-0.31
32.35,555.74,-0.15
32.47,555.75,0.32
32.56,555.76,0.27
32.47,555.77,-0.27
32.67,555.78,0.57
32.61,555.79,-0.17
32.55,555.8,-0.16
32.53,555.81,-0.07
32.64,555.82,0.3
32.74,555.83,0.29
32.36,555.84,-1.07
32.36,555.85,0.01
32.29,555.86,-0.2
32.56,555.87,0.76
32.38,555.88,-0.52
32.65,555.89,0.76
32.91,555.9,0.75
32.73,555.91,-0.52
33.04,555.92,0.88
32.88,555.93,-0.46
32.86,555.94,-0.05
32.7,555.95,-0.46
32.84,555.96,0.41
32.85,555.97,0.04
33.3,555.98,1.26
33.17,555.99,-0.36
32.99,556.0,-0.52
32.83,556.01,-0.44
32.58,556.02,-0.72
32.3,556.03,-0.78
32.23,556.04,-0.22
32.34,556.05,0.32
32.28,556.06,-0.16
32.62,556.07,0.96
32.85,556.08,0.67
32.67,556.09,-0.51
32.69,556.1,0.06
32.65,556.11,-0.13
32.65,556.12,0.01
32.61,556.13,-0.12
32.64,556.14,0.08
32.59,556.15,-0.15
32.62,556.16,0.1
32.37,556.17,-0.71
32.1,556.18,-0.76
32.22,556.19,0.33
32.34,556.2,0.34
32.64,556.21,0.85
32.66,556.22,0.05
32.7,556.23,0.11
32.86,556.24,0.45
32.82,556.25,-0.09
32.74,556.26,-0.23
32.51,556.27,-0.65
32.57,556.28,0.15
32.73,556.29,0.48
32.69,556.3,-0.12
32.72,556.31,0.07
32.55,556.32,-0.47
32.24,556.33,-0.89
32.25,556.34,0.05
32.28,556.35,0.07
32.55,556.36,0.77
32.69,556.37,0.4
33.04,556.38,0.99
33.11,556.39,0.2
33.26,556.4,0.42
33.11,556.41,-0.42
33.0,556.42,-0.29
33.12,556.43,0.32
33.16,556.44,0.14
33.46,556.45,0.83
33.36,556.46,-0.27
