Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
2.96,67.65,0.69
3.05,67.66,0.25
2.96,67.67,-0.26
2.92,67.68,-0.12
2.83,67.69,-0.24
2.52,67.7,-0.88
2.21,67.71,-0.86
2.05,67.72,-0.45
2.07,67.73,0.05
2.06,67.74,-0.05
2.09,67.75,0.08
1.94,67.76,-0.4
2.07,67.77,0.36
2.39,67.78,0.91
2.25,67.79,-0.4
2.27,67.8,0.07
2.42,67.81,0.43
2.54,67.82,0.32
2.54,67.83,0.01
2.89,67.84,0.98
3.02,67.85,0.37
2.88,67.86,-0.38
2.83,67.87,-0.15
2.74,67.88,-0.27
2.44,67.89,-0.83
2.43,67.9,-0.04
2.15,67.91,-0.79
2.15,67.92,-0.01
2.34,67.93,0.56
2.59,67.94,0.69
2.39,67.95,-0.54
2.33,67.96,-0.18
1.99,67.97,-0.96
1.86,67.98,-0.37
1.93,67.99,0.2
1.93,68.0,-0.02
1.63,68.01,-0.85
1.54,68.02,-0.24
1.85,68.03,0.88
2.06,68.04,0.58
2.15,68.05,0.24
2.54,68.06,1.12
3.06,68.07,1.47
3.62,68.08,1.59
3.85,68.09,0.65
3.7,68.1,-0.42
3.75,68.11,0.12
3.52,68.12,-0.64
3.14,68.13,-1.08
2.85,68.14,-0.8
2.5,68.15,-1.01
2.17,68.16,-0.93
2.16,68.17,-0.03
1.99,68.18,-0.49
1.72,68.19,-0.74
1.45,68.2,-0.79
1.42,68.21,-0.07
1.42,68.22,0.0
1.59,68.23,0.49
1.67,68.24,0.21
1.78,68.25,0.32
2.21,68.26,1.23
2.63,68.27,1.17
2.78,68.28,0.42
2.96,68.29,0.52
3.12,68.3,0.45
3.33,68.31,0.6
3.25,68.32,-0.24
3.12,68.33,-0.37
2.8,68.34,-0.91
2.64,68.35,-0.45
2.6,68.36,-0.09
2.69,68.37,0.23
2.97,68.38,0.81
3.11,68.39,0.39
3.02,68.4,-0.25
3.02,68.41,0.01
3.08,68.42,0.18
3.21,68.43,0.36
3.16,68.44,-0.16
2.85,68.45,-0.86
2.79,68.46,-0.17
2.63,68.47,-0.47
2.2,68.48,-1.22
2.12,68.49,-0.22
2.03,68.5,-0.25
2.08,68.51,0.14
2.17,68.52,0.25
2.03,68.53,-0.39
2.07,68.54,0.13
2.23,68.55,0.43
2.38,68.56,0.44
2.77,68.57,1.08
2.98,68.58,0.62
3.08,68.59,0.27
3.04,68.6,-0.12
2.77,68.61,-0.74
2.56,68.62,-0.61
2.43,68.63,-0.35
2.9,68.64,1.33
3.16,68.65,0.74
3.55,68.66,1.09
3.86,68.67,0.88
3.97,68.68,0.32
3.7,68.69,-0.78
3.24,68.7,-1.28
3.26,68.71,0.05
3.15,68.72,-0.32
3.01,68.73,-0.39
2.91,68.74,-0.28
2.89,68.75,-0.08
2.45,68.76,-1.24
2.49,68.77,0.1
2.51,68.78,0.08
2.68,68.79,0.47
2.75,68.8,0.19
2.88,68.81,0.39
3.02,68.82,0.38
3.4,68.83,1.1
3.76,68.84,1.01
4.07,68.85,0.86
3.98,68.86,-0.26
3.83,68.87,-0.41
3.48,68.88,-0.98
3.41,68.89,-0.22
2.95,68.9,-1.28
2.76,68.91,-0.56
2.53,68.92,-0.65
2.2,68.93,-0.92
1.97,68.94,-0.67
1.93,68.95,-0.09
2.15,68.96,0.61
2.23,68.97,0.22
2.47,68.98,0.67
2.59,68.99,0.35
2.59,69.0,0.0
2.91,69.01,0.9
2.96,69.02,0.15
3.3,69.03,0.96
3.24,69.04,-0.15
3.26,69.05,0.04
3.2,69.06,-0.18
3.15,69.07,-0.12
3.25,69.08,0.28
3.38,69.09,0.35
3.55,69.1,0.5
3.45,69.11,-0.29
3.21,69.12,-0.69
3.19,69.13,-0.05
3.2,69.14,0.03
2.98,69.15,-0.64
2.9,69.16,-0.21
3.09,69.17,0.54
3.02,69.18,-0.22
2.98,69.19,-0.1
3.02,69.2,0.11
2.97,69.21,-0.13
3.36,69.22,1.1
3.83,69.23,1.31
3.6,69.24,-0.63
3.59,69.25,-0.02
3.18,69.26,-1.17
2.86,69.27,-0.91
2.44,69.28,-1.17
2.13,69.29,-0.88
1.79,69.3,-0.96
1.7,69.31,-0.25
1.89,69.32,0.51
1.66,69.33,-0.65
1.61,69.34,-0.13
1.59,69.35,-0.07
1.71,69.36,0.34
2.11,69.37,1.14
2.44,69.38,0.93
2.6,69.39,0.47
2.72,69.4,0.32
2.65,69.41,-0.18
3.04,69.42,1.09
3.09,69.43,0.16
2.82,69.44,-0.78
2.79,69.45,-0.07
2.77,69.46,-0.06
2.51,69.47,-0.74
2.6,69.48,0.25
2.29,69.49,-0.89
2.34,69.5,0.15
2.04,69.51,-0.84
2.12,69.52,0.21
2.11,69.53,-0.02
2.14,69.54,0.09
2.08,69.55,-0.18
1.69,69.56,-1.08
1.4,69.57,-0.84
1.56,69.58,0.46
1.7,69.59,0.4
1.53,69.6,-0.5
